tissue,cell_type,gene
liver,Hepatoblast,PROX1
liver,Hepatoblast,PTPRC
liver,Hepatoblast,SMAD5
liver,Hepatoblast,TER119
liver,Hepatoblast,TFRC
liver,Hepatocyte,A1CF
liver,Hepatocyte,ABCC3
liver,Hepatocyte,ABCD3
liver,Hepatocyte,ACADM
liver,Hepatocyte,ACAT2
liver,Hepatocyte,ACLY
liver,Hepatocyte,ACSS2
liver,Hepatocyte,AFP
liver,Hepatocyte,AHR
liver,Hepatocyte,AKR1C1
liver,Hepatocyte,AKR1C6
liver,Hepatocyte,ALB
liver,Hepatocyte,ALDH6A1
liver,Hepatocyte,AMBP
liver,Hepatocyte,ANG
liver,Hepatocyte,ANXA13
liver,Hepatocyte,APOA1
liver,Hepatocyte,APOA2
liver,Hepatocyte,APOA5
liver,Hepatocyte,APOB
liver,Hepatocyte,APOC3
liver,Hepatocyte,APOH
liver,Hepatocyte,APOM
liver,Hepatocyte,AQP3
liver,Hepatocyte,AQP9
liver,Hepatocyte,AR
liver,Hepatocyte,ARG1
liver,Hepatocyte,ASGR1
liver,Hepatocyte,ASL
liver,Hepatocyte,ASS1
liver,Hepatocyte,ATIC
liver,Hepatocyte,ATP7B
liver,Hepatocyte,AZGP1
liver,Hepatocyte,BCHE
liver,Hepatocyte,BNIP3
liver,Hepatocyte,C1ORF53
liver,Hepatocyte,C4B
liver,Hepatocyte,CDH1
liver,Hepatocyte,CEBPA
liver,Hepatocyte,CP
liver,Hepatocyte,CPS1
liver,Hepatocyte,CRP
liver,Hepatocyte,CTNNB1
liver,Hepatocyte,CYP1A1
liver,Hepatocyte,CYP1A2
liver,Hepatocyte,CYP2A6
liver,Hepatocyte,CYP2A7
liver,Hepatocyte,CYP2B6
liver,Hepatocyte,CYP2C19
liver,Hepatocyte,CYP2C8
liver,Hepatocyte,CYP2C9
liver,Hepatocyte,CYP2D6
liver,Hepatocyte,CYP2E1
liver,Hepatocyte,CYP2F2
liver,Hepatocyte,CYP3A4
liver,Hepatocyte,CYP3A7
liver,Hepatocyte,CYP7A1
liver,Hepatocyte,DEFB1
liver,Hepatocyte,EID2
liver,Hepatocyte,ENTPD5
liver,Hepatocyte,EPB41L4B
liver,Hepatocyte,EPPK1
liver,Hepatocyte,FC
liver,Hepatocyte,FGA
liver,Hepatocyte,FGB
liver,Hepatocyte,FGFR4
liver,Hepatocyte,FGG
liver,Hepatocyte,FGL1
liver,Hepatocyte,FOSL1
liver,Hepatocyte,FOXA1
liver,Hepatocyte,FOXA2
liver,Hepatocyte,FOXA3
liver,Hepatocyte,FST
liver,Hepatocyte,G0S2
liver,Hepatocyte,G6PC
liver,Hepatocyte,G6PC1
liver,Hepatocyte,GC
liver,Hepatocyte,GCK
liver,Hepatocyte,GHR
liver,Hepatocyte,GJB2
liver,Hepatocyte,GLS2
liver,Hepatocyte,GLUL
liver,Hepatocyte,GOLT1A
liver,Hepatocyte,GPAT4
liver,Hepatocyte,GPC3
liver,Hepatocyte,GRB14
liver,Hepatocyte,GRP
liver,Hepatocyte,GSTA2
liver,Hepatocyte,GULO
liver,Hepatocyte,GULOP
liver,Hepatocyte,HAL
liver,Hepatocyte,HAMP
liver,Hepatocyte,HHEX
liver,Hepatocyte,HMGCS1
liver,Hepatocyte,HNF4A
liver,Hepatocyte,HPR
liver,Hepatocyte,HSD11B1
liver,Hepatocyte,KIF13B
liver,Hepatocyte,LEPR
liver,Hepatocyte,LIPC
liver,Hepatocyte,LRP5
liver,Hepatocyte,MASP2
liver,Hepatocyte,MCC
liver,Hepatocyte,MRPS18C
liver,Hepatocyte,MSMO1
liver,Hepatocyte,MUP3
liver,Hepatocyte,NNT
liver,Hepatocyte,NOS2
liver,Hepatocyte,NR1I3
liver,Hepatocyte,OCIAD1
liver,Hepatocyte,ORM1
liver,Hepatocyte,OTC
liver,Hepatocyte,PAH
liver,Hepatocyte,PCK1
liver,Hepatocyte,PHLDA1
liver,Hepatocyte,PLIN1
liver,Hepatocyte,PLSCR1
liver,Hepatocyte,PON3
liver,Hepatocyte,PROX1
liver,Hepatocyte,PRRG4
liver,Hepatocyte,RCAN1
liver,Hepatocyte,RHOB
liver,Hepatocyte,RND3
liver,Hepatocyte,RPP25L
liver,Hepatocyte,SAA4
liver,Hepatocyte,SAMD5
liver,Hepatocyte,SAT2
liver,Hepatocyte,SCD
liver,Hepatocyte,SCD1
liver,Hepatocyte,SDC2
liver,Hepatocyte,SEC16B
liver,Hepatocyte,SERPI1
liver,Hepatocyte,SERPI1C
liver,Hepatocyte,SERPI6
liver,Hepatocyte,SERPINH1
liver,Hepatocyte,SFRP5
liver,Hepatocyte,SLBP
liver,Hepatocyte,SLC10A1
liver,Hepatocyte,SLC2A2
liver,Hepatocyte,SLPI
liver,Hepatocyte,SPTBN1
liver,Hepatocyte,SULT1A1
liver,Hepatocyte,TAT
liver,Hepatocyte,TFR2
liver,Hepatocyte,TKFC
liver,Hepatocyte,TM4SF4
liver,Hepatocyte,TM4SF5
liver,Hepatocyte,TM7SF2
liver,Hepatocyte,TMEM97
liver,Hepatocyte,TP53INP2
liver,Hepatocyte,TRP53INP2
liver,Hepatocyte,TTC36
liver,Hepatocyte,TTR
liver,Hepatocyte,UCP2
liver,Hepatocyte,UGT1A1
liver,Hepatocyte,VDR
liver,Hepatocyte,WT1
liver,Hepatocyte,WTAP
liver,Hepatocyte,ZHX2
liver,Kupffer cell,ADGRE1
liver,Kupffer cell,ADGRE4
liver,Kupffer cell,C1QA
liver,Kupffer cell,C1QB
liver,Kupffer cell,C1QC
liver,Kupffer cell,CCR5
liver,Kupffer cell,CD11B
liver,Kupffer cell,CD14
liver,Kupffer cell,CD163
liver,Kupffer cell,CD18
liver,Kupffer cell,CD32
liver,Kupffer cell,CD38
liver,Kupffer cell,CD52
liver,Kupffer cell,CD5L
liver,Kupffer cell,CD68
liver,Kupffer cell,CFP
liver,Kupffer cell,CHIT1
liver,Kupffer cell,CLEC1B
liver,Kupffer cell,CLEC4E
liver,Kupffer cell,CLEC4F
liver,Kupffer cell,CLEC4G
liver,Kupffer cell,CSF1R
liver,Kupffer cell,CTSB
liver,Kupffer cell,CXCL2
liver,Kupffer cell,DNASE1L3
liver,Kupffer cell,EAR2
liver,Kupffer cell,F4/80
liver,Kupffer cell,FCER1G
liver,Kupffer cell,FCGR2A
liver,Kupffer cell,FCGR2B
liver,Kupffer cell,FCGR2C
liver,Kupffer cell,FCNA
liver,Kupffer cell,FOLR2
liver,Kupffer cell,FTL
liver,Kupffer cell,FTL1
liver,Kupffer cell,FTL2-PS
liver,Kupffer cell,G6PD
liver,Kupffer cell,G6PDX
liver,Kupffer cell,GNGT2
liver,Kupffer cell,GPIHBP1
liver,Kupffer cell,GRN
liver,Kupffer cell,HFE
liver,Kupffer cell,HMOX1
liver,Kupffer cell,IFI211
liver,Kupffer cell,IL1B
liver,Kupffer cell,IRF7
liver,Kupffer cell,ITGAM
liver,Kupffer cell,ITGB2
liver,Kupffer cell,LAMP1
liver,Kupffer cell,LGALS3
liver,Kupffer cell,LYZ
liver,Kupffer cell,LYZ1
liver,Kupffer cell,LYZ2
liver,Kupffer cell,MARCO
liver,Kupffer cell,MMP13
liver,Kupffer cell,MNDA
liver,Kupffer cell,MPO
liver,Kupffer cell,MSR1
liver,Kupffer cell,NR2F6
liver,Kupffer cell,OSM
liver,Kupffer cell,PLTP
liver,Kupffer cell,PPARA
liver,Kupffer cell,PPARD
liver,Kupffer cell,PROK2
liver,Kupffer cell,SIGLECF
liver,Kupffer cell,SLC11A1
liver,Kupffer cell,SLC15A3
liver,Kupffer cell,SLC40A1
liver,Kupffer cell,SPIC
liver,Kupffer cell,STARD5
liver,Kupffer cell,TIMD4
liver,Kupffer cell,TLR4
liver,Kupffer cell,TLR9
liver,Kupffer cell,TNF
liver,Kupffer cell,TREM1
liver,Kupffer cell,TYROBP
liver,Kupffer cell,VDR
liver,Kupffer cell,VSIG4
liver,Kupffer cell,WFDC17
liver,Liver bud hepatic cell,ABHD14B
liver,Liver bud hepatic cell,ABLIM3
liver,Liver bud hepatic cell,ACSL1
liver,Liver bud hepatic cell,AHSP
liver,Liver bud hepatic cell,AIMP2
liver,Liver bud hepatic cell,AK2
liver,Liver bud hepatic cell,AKR1C1
liver,Liver bud hepatic cell,AKR1C2
liver,Liver bud hepatic cell,AKR1C6
liver,Liver bud hepatic cell,ALAS2
liver,Liver bud hepatic cell,ALB
liver,Liver bud hepatic cell,ALG8
liver,Liver bud hepatic cell,AMBP
liver,Liver bud hepatic cell,APOH
liver,Liver bud hepatic cell,APOL1
liver,Liver bud hepatic cell,ASNSD1
liver,Liver bud hepatic cell,AZGP1
liver,Liver bud hepatic cell,BHMT2
liver,Liver bud hepatic cell,BID
liver,Liver bud hepatic cell,C19ORF33
liver,Liver bud hepatic cell,C1R
liver,Liver bud hepatic cell,C1S
liver,Liver bud hepatic cell,C1S1
liver,Liver bud hepatic cell,CARHSP1
liver,Liver bud hepatic cell,CASP7
liver,Liver bud hepatic cell,CCL20
liver,Liver bud hepatic cell,CD47
liver,Liver bud hepatic cell,CD58
liver,Liver bud hepatic cell,CDC37L1
liver,Liver bud hepatic cell,CFH
liver,Liver bud hepatic cell,CFHR1
liver,Liver bud hepatic cell,CHCHD2
liver,Liver bud hepatic cell,CKLF
liver,Liver bud hepatic cell,CLDN1
liver,Liver bud hepatic cell,CPB2
liver,Liver bud hepatic cell,CPM
liver,Liver bud hepatic cell,CPNE8
liver,Liver bud hepatic cell,CSRP1
liver,Liver bud hepatic cell,CYP2J2
liver,Liver bud hepatic cell,CYP3A7
liver,Liver bud hepatic cell,CYP4V2
liver,Liver bud hepatic cell,DDX21
liver,Liver bud hepatic cell,DIAPH2
liver,Liver bud hepatic cell,DNAJC12
liver,Liver bud hepatic cell,DPM3
liver,Liver bud hepatic cell,DUSP23
liver,Liver bud hepatic cell,ECT2
liver,Liver bud hepatic cell,EFHD2
liver,Liver bud hepatic cell,EIF1AY
liver,Liver bud hepatic cell,ELOVL5
liver,Liver bud hepatic cell,EMP2
liver,Liver bud hepatic cell,EMP3
liver,Liver bud hepatic cell,ENPP1
liver,Liver bud hepatic cell,ERICH5
liver,Liver bud hepatic cell,ESF1
liver,Liver bud hepatic cell,EVA1A
liver,Liver bud hepatic cell,F5
liver,Liver bud hepatic cell,FAM216A
liver,Liver bud hepatic cell,FARSB
liver,Liver bud hepatic cell,FILIP1L
liver,Liver bud hepatic cell,FKBP4
liver,Liver bud hepatic cell,FKBP5
liver,Liver bud hepatic cell,FSTL3
liver,Liver bud hepatic cell,FTH1
liver,Liver bud hepatic cell,FXYD1
liver,Liver bud hepatic cell,FXYD2
liver,Liver bud hepatic cell,GAL
liver,Liver bud hepatic cell,GBP1
liver,Liver bud hepatic cell,GBP2B
liver,Liver bud hepatic cell,GC
liver,Liver bud hepatic cell,GLIPR1
liver,Liver bud hepatic cell,GLRX2
liver,Liver bud hepatic cell,GMNN
liver,Liver bud hepatic cell,GNAI1
liver,Liver bud hepatic cell,GPX7
liver,Liver bud hepatic cell,GTF3A
liver,Liver bud hepatic cell,HP
liver,Liver bud hepatic cell,HPD
liver,Liver bud hepatic cell,HPRT
liver,Liver bud hepatic cell,HPRT1
liver,Liver bud hepatic cell,HS3ST3B1
liver,Liver bud hepatic cell,HSPB1
liver,Liver bud hepatic cell,HYPK
liver,Liver bud hepatic cell,IDI1
liver,Liver bud hepatic cell,IFI30
liver,Liver bud hepatic cell,IFI6
liver,Liver bud hepatic cell,IFITM3
liver,Liver bud hepatic cell,IFNAR2
liver,Liver bud hepatic cell,IGFBP4
liver,Liver bud hepatic cell,IL1R1
liver,Liver bud hepatic cell,INO80C
liver,Liver bud hepatic cell,IP6K3
liver,Liver bud hepatic cell,IRAK2
liver,Liver bud hepatic cell,ITIH2
liver,Liver bud hepatic cell,KHDRBS3
liver,Liver bud hepatic cell,KLHL2
liver,Liver bud hepatic cell,KYNU
liver,Liver bud hepatic cell,LBP
liver,Liver bud hepatic cell,LECT2
liver,Liver bud hepatic cell,LMCD1
liver,Liver bud hepatic cell,LRRC61
liver,Liver bud hepatic cell,LTV1
liver,Liver bud hepatic cell,LYRM4
liver,Liver bud hepatic cell,MASP2
liver,Liver bud hepatic cell,MBNL1
liver,Liver bud hepatic cell,MCL1
liver,Liver bud hepatic cell,MET
liver,Liver bud hepatic cell,METTL5
liver,Liver bud hepatic cell,MGLL
liver,Liver bud hepatic cell,MRPL33
liver,Liver bud hepatic cell,MRPS28
liver,Liver bud hepatic cell,MT1A
liver,Liver bud hepatic cell,MT1E
liver,Liver bud hepatic cell,MT1F
liver,Liver bud hepatic cell,MT1G
liver,Liver bud hepatic cell,MT1H
liver,Liver bud hepatic cell,MT1HL1
liver,Liver bud hepatic cell,MT1M
liver,Liver bud hepatic cell,MT1X
liver,Liver bud hepatic cell,MT2A
liver,Liver bud hepatic cell,MYC
liver,Liver bud hepatic cell,NDUFAF2
liver,Liver bud hepatic cell,NDUFAF4
liver,Liver bud hepatic cell,NFIC
liver,Liver bud hepatic cell,NIP7
liver,Liver bud hepatic cell,NME1
liver,Liver bud hepatic cell,NMI
liver,Liver bud hepatic cell,NOP16
liver,Liver bud hepatic cell,NR1H4
liver,Liver bud hepatic cell,OPN3
liver,Liver bud hepatic cell,ORM1
liver,Liver bud hepatic cell,ORM2
liver,Liver bud hepatic cell,OSMR
liver,Liver bud hepatic cell,P2RY6
liver,Liver bud hepatic cell,PALMD
liver,Liver bud hepatic cell,PCF11
liver,Liver bud hepatic cell,PCOLCE2
liver,Liver bud hepatic cell,PDLIM7
liver,Liver bud hepatic cell,PID1
liver,Liver bud hepatic cell,PLEK2
liver,Liver bud hepatic cell,PLP2
liver,Liver bud hepatic cell,POLE3
liver,Liver bud hepatic cell,POLE4
liver,Liver bud hepatic cell,POLR2K
liver,Liver bud hepatic cell,POLR3K
liver,Liver bud hepatic cell,PON3
liver,Liver bud hepatic cell,PPIA
liver,Liver bud hepatic cell,PPIF
liver,Liver bud hepatic cell,PRG4
liver,Liver bud hepatic cell,PSME2
liver,Liver bud hepatic cell,PTRH1
liver,Liver bud hepatic cell,RAB27A
liver,Liver bud hepatic cell,RAB31
liver,Liver bud hepatic cell,RAB32
liver,Liver bud hepatic cell,RARRES2
liver,Liver bud hepatic cell,RBP1
liver,Liver bud hepatic cell,RCL1
liver,Liver bud hepatic cell,RHOB
liver,Liver bud hepatic cell,RHOQ
liver,Liver bud hepatic cell,RRAD
liver,Liver bud hepatic cell,RRP15
liver,Liver bud hepatic cell,RSU1
liver,Liver bud hepatic cell,S100A6
liver,Liver bud hepatic cell,SAA1
liver,Liver bud hepatic cell,SAA2
liver,Liver bud hepatic cell,SAA4
liver,Liver bud hepatic cell,SCN9A
liver,Liver bud hepatic cell,SDSL
liver,Liver bud hepatic cell,SEC14L2
liver,Liver bud hepatic cell,SERPINA3
liver,Liver bud hepatic cell,SERPINA4
liver,Liver bud hepatic cell,SERPINB8
liver,Liver bud hepatic cell,SERPINC1
liver,Liver bud hepatic cell,SERPINE1
liver,Liver bud hepatic cell,SERPINF1
liver,Liver bud hepatic cell,SF3B5
liver,Liver bud hepatic cell,SFN
liver,Liver bud hepatic cell,SIRPA
liver,Liver bud hepatic cell,SLC16A7
liver,Liver bud hepatic cell,SLC38A2
liver,Liver bud hepatic cell,SNRPA
liver,Liver bud hepatic cell,SOD2
liver,Liver bud hepatic cell,SP110
liver,Liver bud hepatic cell,SPP2
liver,Liver bud hepatic cell,SPRYD7
liver,Liver bud hepatic cell,STEAP3
liver,Liver bud hepatic cell,SVIP
liver,Liver bud hepatic cell,TGFBI
liver,Liver bud hepatic cell,TGM2
liver,Liver bud hepatic cell,TIMP1
liver,Liver bud hepatic cell,TMEM109
liver,Liver bud hepatic cell,TMEM176A
liver,Liver bud hepatic cell,TMEM176B
liver,Liver bud hepatic cell,TNFSF14
liver,Liver bud hepatic cell,TUBA1B
liver,Liver bud hepatic cell,TUBA4A
liver,Liver bud hepatic cell,TYW3
liver,Liver bud hepatic cell,UGP2
liver,Liver bud hepatic cell,UGT2B4
liver,Liver bud hepatic cell,UGT2B7
liver,Liver bud hepatic cell,VAMP5
liver,Liver bud hepatic cell,VIM
liver,Mesenchymal cell,AKAP12
liver,Mesenchymal cell,ALCAM
liver,Mesenchymal cell,C8ORF4
liver,Mesenchymal cell,CCDC86
liver,Mesenchymal cell,CCL2
liver,Mesenchymal cell,CD105
liver,Mesenchymal cell,CD166
liver,Mesenchymal cell,CD45
liver,Mesenchymal cell,CD71
liver,Mesenchymal cell,CDC42EP2
liver,Mesenchymal cell,COTL1
liver,Mesenchymal cell,CTSC
liver,Mesenchymal cell,DACT1
liver,Mesenchymal cell,DKK3
liver,Mesenchymal cell,DLK1
liver,Mesenchymal cell,EDNRA
liver,Mesenchymal cell,ENG
liver,Mesenchymal cell,FJX1
liver,Mesenchymal cell,FOSL1
liver,Mesenchymal cell,FSTL3
liver,Mesenchymal cell,FXYD6
liver,Mesenchymal cell,GADD45B
liver,Mesenchymal cell,GPM6B
liver,Mesenchymal cell,GPX7
liver,Mesenchymal cell,GUCY1B1
liver,Mesenchymal cell,GUCY1B3
liver,Mesenchymal cell,HES4
liver,Mesenchymal cell,HOXB2
liver,Mesenchymal cell,HSPB6
liver,Mesenchymal cell,ID3
liver,Mesenchymal cell,IGFBP2
liver,Mesenchymal cell,IGFBP7
liver,Mesenchymal cell,ITGA1
liver,Mesenchymal cell,LRRC17
liver,Mesenchymal cell,MDK
liver,Mesenchymal cell,MPZL1
liver,Mesenchymal cell,NDN
liver,Mesenchymal cell,NXT1
liver,Mesenchymal cell,PDGFR-ALPHA
liver,Mesenchymal cell,PDGFRA
liver,Mesenchymal cell,PDLIM7
liver,Mesenchymal cell,PLTP
liver,Mesenchymal cell,PRMT1
liver,Mesenchymal cell,PTGES2
liver,Mesenchymal cell,PTPRC
liver,Mesenchymal cell,RAB35
liver,Mesenchymal cell,RHBDD2
liver,Mesenchymal cell,ROR1
liver,Mesenchymal cell,RRP9
liver,Mesenchymal cell,SF3A2
liver,Mesenchymal cell,SORBS3
liver,Mesenchymal cell,SVIL
liver,Mesenchymal cell,TCIM
liver,Mesenchymal cell,TER119
liver,Mesenchymal cell,TFRC
liver,Mesenchymal cell,TMEM98
liver,Mesenchymal cell,TOR3A
liver,Mesenchymal cell,USP46
liver,Mesenchymal cell,WDR1
liver,Mesenchymal cell,YRDC
liver,Mesenchymal cell,ZBTB1
liver,Mesenchymal stem cell,ALCAM
liver,Mesenchymal stem cell,CD105
liver,Mesenchymal stem cell,CD166
liver,Mesenchymal stem cell,CD29
liver,Mesenchymal stem cell,CD34
liver,Mesenchymal stem cell,CD44
liver,Mesenchymal stem cell,CD73
liver,Mesenchymal stem cell,CD90
liver,Mesenchymal stem cell,ENG
liver,Mesenchymal stem cell,ITGB1
liver,Mesenchymal stem cell,NT5E
liver,Mesenchymal stem cell,STRO-1
liver,Mesenchymal stem cell,THY1
liver,Monocyte,CTSS
liver,Monocyte,FCN1
liver,Monocyte,FCNA
liver,Monocyte,IFI211
liver,Monocyte,LY6C
liver,Monocyte,LY6C1
liver,Monocyte,LYZ
liver,Monocyte,LYZ1
liver,Monocyte,MNDA
liver,Monocyte,NEAT1
liver,Monocyte,PSAP
liver,Monocyte,S100A9
liver,Monocyte,SERPINA1
liver,Monocyte,TYROBP
liver,Myofibroblast,ACTA2
liver,Myofibroblast,ALPHA-SMA
liver,Myofibroblast,ALPHASMA
liver,Myofibroblast,CD73
liver,Myofibroblast,CRBP1
liver,Myofibroblast,DES
liver,Myofibroblast,DESMIN
liver,Myofibroblast,NT5E
liver,Myofibroblast,RBP1
liver,Myofibroblast,VIM
liver,Myofibroblast,VIMENTIN
liver,Natural killer cell,CD16
liver,Natural killer cell,CD49A
liver,Natural killer cell,CD56
liver,Natural killer cell,CXCR6
liver,Natural killer cell,FCGR3A
liver,Natural killer cell,FCGR3B
liver,Natural killer cell,FCGR4
liver,Natural killer cell,ITGA1
liver,Natural killer cell,KLRB1C
liver,Natural killer cell,NCAM1
liver,Natural killer cell,NK1.1
liver,Neutrophil,ADAM8
liver,Neutrophil,ADPGK
liver,Neutrophil,ARG2
liver,Neutrophil,ASPRV1
liver,Neutrophil,AZU1
liver,Neutrophil,BST1
liver,Neutrophil,C5AR1
liver,Neutrophil,CA1
liver,Neutrophil,CAMP
liver,Neutrophil,CAR1
liver,Neutrophil,CCL3
liver,Neutrophil,CCL6
liver,Neutrophil,CCL9
liver,Neutrophil,CCR1
liver,Neutrophil,CCRL2
liver,Neutrophil,CD14
liver,Neutrophil,CD177
liver,Neutrophil,CD24
liver,Neutrophil,CD33
liver,Neutrophil,CEACAM1
liver,Neutrophil,CEACAM8
liver,Neutrophil,CFP
liver,Neutrophil,CHIL3
liver,Neutrophil,CLEC4D
liver,Neutrophil,CLEC4E
liver,Neutrophil,CRP
liver,Neutrophil,CSF3R
liver,Neutrophil,CTSG
liver,Neutrophil,CXCL2
liver,Neutrophil,CXCR1
liver,Neutrophil,CXCR2
liver,Neutrophil,DEFA1
liver,Neutrophil,DEFA2
liver,Neutrophil,DEFA3
liver,Neutrophil,DOCK8
liver,Neutrophil,ELANE
liver,Neutrophil,FCGR1A
liver,Neutrophil,FCGR3A
liver,Neutrophil,FCGR4
liver,Neutrophil,FUT4
liver,Neutrophil,HDC
liver,Neutrophil,HP
liver,Neutrophil,IL1B
liver,Neutrophil,IL1R2
liver,Neutrophil,ITGAM
liver,Neutrophil,ITGAX
liver,Neutrophil,JAML
liver,Neutrophil,LCN2
liver,Neutrophil,LRG1
liver,Neutrophil,LTF
liver,Neutrophil,LY6G
liver,Neutrophil,LYST
liver,Neutrophil,LYZ
liver,Neutrophil,LYZ1
liver,Neutrophil,MMP8
liver,Neutrophil,MMP9
liver,Neutrophil,MPO
liver,Neutrophil,MRGPRA2B
liver,Neutrophil,MYLK
liver,Neutrophil,NCF1
liver,Neutrophil,NGP
liver,Neutrophil,NLRP3
liver,Neutrophil,NR1I3
liver,Neutrophil,OAS3
liver,Neutrophil,OSM
liver,Neutrophil,PECAM1
liver,Neutrophil,PILRA
liver,Neutrophil,PRTN3
liver,Neutrophil,PSTPIP1
liver,Neutrophil,PTGS2
liver,Neutrophil,RETNLG
liver,Neutrophil,S100A4
liver,Neutrophil,S100A8
liver,Neutrophil,S100A9
liver,Neutrophil,SELL
liver,Neutrophil,SERPINB1
liver,Neutrophil,SLC1A5
liver,Neutrophil,SNX20
liver,Neutrophil,SORL1
liver,Neutrophil,STFA2L1
liver,Neutrophil,TLR2
liver,Neutrophil,TREM1
liver,Neutrophil,TREM3
liver,Progenitor cell,A6
liver,Progenitor cell,AFP
liver,Progenitor cell,ASCL2
liver,Progenitor cell,BRAIN ISOFORM GLYCOGEN PHOSPHORYLASE
liver,Progenitor cell,C-KIT
liver,Progenitor cell,CD133
liver,Progenitor cell,CD24
liver,Progenitor cell,CK19
liver,Progenitor cell,DLK1
liver,Progenitor cell,EPCAM
liver,Progenitor cell,HMGA2
liver,Progenitor cell,KERATIN-19
liver,Progenitor cell,KERATIN-7
liver,Progenitor cell,KIT
liver,Progenitor cell,KRT19
liver,Progenitor cell,KRT7
liver,Progenitor cell,NANOG
liver,Progenitor cell,NCAM
liver,Progenitor cell,NCAM1
liver,Progenitor cell,OV6
liver,Progenitor cell,PROM1
liver,Progenitor cell,PYGB
liver,Progenitor cell,SOX9
liver,Progenitor cell,THY1
liver,Progenitor cell,TWF1
liver,Stellate cell,ACTA2
liver,Stellate cell,ADAMTS13
liver,Stellate cell,AGTR1
liver,Stellate cell,ALB
liver,Stellate cell,ALPHA-SMA
liver,Stellate cell,ALPHA-SMOOTH MUSCLE ACTIN
liver,Stellate cell,ALPHASMA
liver,Stellate cell,BGN
liver,Stellate cell,CCL2
liver,Stellate cell,CD271
liver,Stellate cell,COL1A1
liver,Stellate cell,COL1A2
liver,Stellate cell,COL3A1
liver,Stellate cell,COLEC11
liver,Stellate cell,CTGF
liver,Stellate cell,CYGB
liver,Stellate cell,CYR61
liver,Stellate cell,DCN
liver,Stellate cell,DES
liver,Stellate cell,DESMIN
liver,Stellate cell,EPIMORPHIN
liver,Stellate cell,FAP
liver,Stellate cell,FGF10
liver,Stellate cell,FOXF1
liver,Stellate cell,GFAP
liver,Stellate cell,GLIAL FIBRILLARY ACIDIC PROTEIN
liver,Stellate cell,HGF
liver,Stellate cell,IGFBP3
liver,Stellate cell,IGFBP6
liver,Stellate cell,IGFBP7
liver,Stellate cell,LRAT
liver,Stellate cell,MEG3
liver,Stellate cell,MYB
liver,Stellate cell,MYL9
liver,Stellate cell,NGFR
liver,Stellate cell,NR1H4
liver,Stellate cell,OLFML3
liver,Stellate cell,PDGFRA
liver,Stellate cell,PNPLA3
liver,Stellate cell,PPARA
liver,Stellate cell,PPARG
liver,Stellate cell,RBP1
liver,Stellate cell,RELN
liver,Stellate cell,RGS5
liver,Stellate cell,SEMA7A
liver,Stellate cell,SLC8A1
liver,Stellate cell,SPARC
liver,Stellate cell,STX2
liver,Stellate cell,SYNAPTOPHYSIN
liver,Stellate cell,SYP
liver,Stellate cell,TAGLN
liver,Stellate cell,TIMP1
liver,Stellate cell,TPM2
liver,Stellate cell,VCL
liver,Stellate cell,VEGFA
liver,Stellate cell,WT1
liver,Stem cell,ADAM17
liver,Stem cell,AEBP1
liver,Stem cell,AFP
liver,Stem cell,ALDH
liver,Stem cell,ALDH3A1
liver,Stem cell,C-KIT
liver,Stem cell,C3
liver,Stem cell,CAV1
liver,Stem cell,CD105
liver,Stem cell,CD117
liver,Stem cell,CD133
liver,Stem cell,CD29
liver,Stem cell,CD34
liver,Stem cell,CD44
liver,Stem cell,CD49F
liver,Stem cell,CK19
liver,Stem cell,DCAMKL-1
liver,Stem cell,DCLK1
liver,Stem cell,DCN
liver,Stem cell,DLK1
liver,Stem cell,EFEMP1
liver,Stem cell,EGF
liver,Stem cell,ENG
liver,Stem cell,EPCAM
liver,Stem cell,FAT10
liver,Stem cell,FMOD
liver,Stem cell,GATA4
liver,Stem cell,GST-P
liver,Stem cell,GSTM1
liver,Stem cell,GSTP
liver,Stem cell,GSTP1
liver,Stem cell,H19
liver,Stem cell,HGF
liver,Stem cell,HSPB1
liver,Stem cell,IGFBP5
liver,Stem cell,IGFBP6
liver,Stem cell,ISL1
liver,Stem cell,ISLET-1
